State,Month,Year,Population,PopUI,everRCL,RCL,RCL_l1,date,time_to_treat_m,time,treat,MCL,Decriminalization,hhi,popBIPOC,popNotProfE,popPolice,party,season,ICE_SC
California,5,2009,36961229,2500000,1,0,0,5/1/09,92,5,1,1,1,65858,0.5856,0.2,2.380873212,Republican,q2,1
Colorado,5,2009,4972195,210000,1,0,0,5/1/09,44,5,1,1,1,65618,0.2933,0.07,5.892769692,Democrat,q2,1
Connecticut,5,2009,3561807,130000,0,0,0,5/1/09,0,5,1,0,0,76085,0.2697,0.08,3.4252277,Republican,q2,1
District of Columbia,5,2009,592228,20000,1,0,0,5/1/09,71,5,1,0,0,62346,0.6825,0.05,0.675415549,Democrat,q2,1
Delaware,5,2009,891730,20000,0,0,0,5/1/09,0,5,1,0,0,61141,0.3236,0.04,7.962051294,Democrat,q2,1
Florida,5,2009,18652644,875000,0,0,0,5/1/09,0,5,1,0,0,53535,0.406,0.12,5.822230886,Republican,q2,1
Georgia,5,2009,9620846,425000,0,0,0,5/1/09,0,5,1,0,0,50848,0.4238,0.06,8.138577418,Republican,q2,1
Hawaii,5,2009,1346717,40000,0,0,0,5/1/09,0,5,1,1,0,65289,0.7622,0.11,1.039565105,Republican,q2,1
Idaho,5,2009,1554439,35000,0,0,0,5/1/09,0,5,1,0,0,54881,0.1546,0.04,9.328124166,Republican,q2,1
Illinois,5,2009,12796778,500000,1,0,0,5/1/09,130,5,1,0,0,62028,0.3556,0.1,7.486259432,Democrat,q2,1
Indiana,5,2009,6459325,100000,0,0,0,5/1/09,0,5,1,0,0,51980,0.1723,0.03,5.743634203,Republican,q2,1
Iowa,5,2009,3032870,45000,0,0,0,5/1/09,0,5,1,0,0,59507,0.0994,0.03,8.374905617,Democrat,q2,1
Kansas,5,2009,2832704,95000,0,0,0,5/1/09,0,5,1,0,0,52463,0.1985,0.04,15.49755993,Democrat,q2,1
Kentucky,5,2009,4317074,50000,0,0,0,5/1/09,0,5,1,0,0,50054,0.1246,0.02,14.61638137,Democrat,q2,1
Louisiana,5,2009,4491648,55000,0,0,0,5/1/09,0,5,1,0,0,53303,0.3837,0.03,6.03342025,Republican,q2,1
Maine,5,2009,1329590,5000,1,0,0,5/1/09,94,5,1,1,1,55730,0.0559,0.02,15.26786453,Democrat,q2,1
Maryland,5,2009,5730388,230000,0,0,0,5/1/09,0,5,1,0,0,75305,0.4318,0.06,3.315656811,Democrat,q2,1
Massachusetts,5,2009,6517613,180000,1,0,0,5/1/09,93,5,1,0,1,69658,0.2168,0.09,7.226572059,Democrat,q2,1
Michigan,5,2009,9901591,110000,1,0,0,5/1/09,130,5,1,1,0,53961,0.2246,0.03,8.231000452,Democrat,q2,1
Minnesota,5,2009,5281203,90000,0,0,0,5/1/09,0,5,1,0,1,65806,0.151,0.04,7.043849668,Republican,q2,1
Mississippi,5,2009,2958774,30000,0,0,0,5/1/09,0,5,1,0,1,41154,0.4134,0.02,7.739692183,Republican,q2,1
Missouri,5,2009,5961088,65000,0,0,0,5/1/09,0,5,1,0,0,57217,0.1799,0.02,11.44086449,Republican,q2,1
Montana,5,2009,983982,5000,0,0,0,5/1/09,0,5,1,1,0,47442,0.1233,0.01,13.61813529,Democrat,q2,1
Nebraska,5,2009,1812683,45000,0,0,0,5/1/09,0,5,1,0,1,58186,0.1664,0.04,18.09472478,Republican,q2,1
Nevada,5,2009,2684665,230000,1,0,0,5/1/09,93,5,1,1,0,60344,0.4431,0.13,2.160418525,Republican,q2,1
New Hampshire,5,2009,1316102,10000,0,0,0,5/1/09,0,5,1,0,0,75240,0.0717,0.02,19.299416,Democrat,q2,1
New Jersey,5,2009,8755602,450000,0,0,0,5/1/09,0,5,1,0,0,75998,0.3896,0.12,7.298184637,Democrat,q2,1
New Mexico,5,2009,2036802,90000,0,0,0,5/1/09,0,5,1,1,0,51084,0.5893,0.1,6.578940908,Democrat,q2,1
New York,5,2009,19307066,800000,0,0,0,5/1/09,0,5,1,0,1,58915,0.4028,0.13,5.795805536,Democrat,q2,1
North Carolina,5,2009,9449566,350000,0,0,0,5/1/09,0,5,1,0,1,49165,0.3307,0.05,8.476579771,Democrat,q2,1
North Dakota,5,2009,664968,5000,0,0,0,5/1/09,0,5,1,0,0,58749,0.1087,0.02,19.09866339,Republican,q2,1
Ohio,5,2009,11528896,100000,0,0,0,5/1/09,0,5,1,0,1,53826,0.1768,0.02,7.398800371,Democrat,q2,1
Oklahoma,5,2009,3717572,100000,0,0,0,5/1/09,0,5,1,0,0,53825,0.2896,0.04,11.19009934,Democrat,q2,1
Oregon,5,2009,3808600,140000,1,0,0,5/1/09,84,5,1,1,1,57603,0.2041,0.06,7.535577378,Democrat,q2,1
Pennsylvania,5,2009,12666858,140000,0,0,0,5/1/09,0,5,1,0,0,56517,0.189,0.04,13.43663914,Democrat,q2,1
Rhode Island,5,2009,1053646,35000,0,0,0,5/1/09,0,5,1,1,0,60578,0.2212,0.09,5.884329272,Republican,q2,1
South Carolina,5,2009,4589872,100000,0,0,0,5/1/09,0,5,1,0,0,48221,0.349,0.03,11.83039527,Republican,q2,1
Tennessee,5,2009,6306019,120000,0,0,0,5/1/09,0,5,1,0,0,47535,0.2329,0.03,9.165846154,Democrat,q2,1
Texas,5,2009,24801761,1600000,0,0,0,5/1/09,0,5,1,0,0,55699,0.5337,0.15,4.431136966,Republican,q2,1
South Dakota,5,2009,807067,5000,0,0,0,5/1/09,0,5,1,0,0,53764,0.1467,0.02,22.79860284,Republican,q2,1
Utah,5,2009,2723421,95000,0,0,0,5/1/09,0,5,1,0,0,68623,0.1886,0.06,6.131993548,Republican,q2,1
Vermont,5,2009,624817,5000,1,0,0,5/1/09,112,5,1,1,0,61381,0.052,0.01,15.20445186,Republican,q2,1
Virginia,5,2009,7925937,250000,0,0,0,5/1/09,0,5,1,0,0,70981,0.3365,0.05,5.677562161,Democrat,q2,1
Washington,5,2009,6667426,220000,1,0,0,5/1/09,44,5,1,1,0,70853,0.2545,0.08,4.619473842,Democrat,q2,1
Wisconsin,5,2009,5669264,75000,0,0,0,5/1/09,0,5,1,0,0,60112,0.1525,0.03,7.478924954,Democrat,q2,1
West Virginia,5,2009,1847775,5000,0,0,0,5/1/09,0,5,1,0,0,47504,0.0632,0.01,28.30431194,Democrat,q2,1
Wyoming,5,2009,559851,5000,0,0,0,5/1/09,0,5,1,0,0,61559,0.1374,0.02,14.46813527,Democrat,q2,1
Alabama,6,2009,4757938,80000,0,0,0,6/1/09,0,6,1,0,0,46905,0.3169,0.02,9.352791062,Republican,q2,1
Alaska,6,2009,698895,10000,1,0,0,6/1/09,70,6,1,1,1,72275,0.3512,0.06,6.724901452,Republican,q2,1
Arizona,6,2009,6343154,350000,0,0,0,6/1/09,0,6,1,0,1,53662,0.4267,0.12,2.128278771,Democrat,q2,1
Arkansas,6,2009,2896843,65000,0,0,0,6/1/09,0,6,1,0,0,42867,0.2486,0.03,10.39062179,Democrat,q2,1
California,6,2009,36961229,2500000,1,0,0,6/1/09,91,6,1,1,1,65858,0.5856,0.2,2.380873212,Republican,q2,1
Colorado,6,2009,4972195,210000,1,0,0,6/1/09,43,6,1,1,1,65618,0.2933,0.07,5.892769692,Democrat,q2,1
Connecticut,6,2009,3561807,130000,0,0,0,6/1/09,0,6,1,0,0,76085,0.2697,0.08,3.4252277,Republican,q2,1
District of Columbia,6,2009,592228,20000,1,0,0,6/1/09,70,6,1,0,0,62346,0.6825,0.05,0.675415549,Democrat,q2,1
Delaware,6,2009,891730,20000,0,0,0,6/1/09,0,6,1,0,0,61141,0.3236,0.04,7.962051294,Democrat,q2,1
Florida,6,2009,18652644,875000,0,0,0,6/1/09,0,6,1,0,0,53535,0.406,0.12,5.822230886,Republican,q2,1
Georgia,6,2009,9620846,425000,0,0,0,6/1/09,0,6,1,0,0,50848,0.4238,0.06,8.138577418,Republican,q2,1
Hawaii,6,2009,1346717,40000,0,0,0,6/1/09,0,6,1,1,0,65289,0.7622,0.11,1.039565105,Republican,q2,1
Idaho,6,2009,1554439,35000,0,0,0,6/1/09,0,6,1,0,0,54881,0.1546,0.04,9.328124166,Republican,q2,1
Illinois,6,2009,12796778,500000,1,0,0,6/1/09,129,6,1,0,0,62028,0.3556,0.1,7.486259432,Democrat,q2,1
Indiana,6,2009,6459325,100000,0,0,0,6/1/09,0,6,1,0,0,51980,0.1723,0.03,5.743634203,Republican,q2,1
Iowa,6,2009,3032870,45000,0,0,0,6/1/09,0,6,1,0,0,59507,0.0994,0.03,8.374905617,Democrat,q2,1
Kansas,6,2009,2832704,95000,0,0,0,6/1/09,0,6,1,0,0,52463,0.1985,0.04,15.49755993,Democrat,q2,1
Kentucky,6,2009,4317074,50000,0,0,0,6/1/09,0,6,1,0,0,50054,0.1246,0.02,14.61638137,Democrat,q2,1
Louisiana,6,2009,4491648,55000,0,0,0,6/1/09,0,6,1,0,0,53303,0.3837,0.03,6.03342025,Republican,q2,1
Maine,6,2009,1329590,5000,1,0,0,6/1/09,93,6,1,1,1,55730,0.0559,0.02,15.26786453,Democrat,q2,1
Maryland,6,2009,5730388,230000,0,0,0,6/1/09,0,6,1,0,0,75305,0.4318,0.06,3.315656811,Democrat,q2,1
Massachusetts,6,2009,6517613,180000,1,0,0,6/1/09,92,6,1,0,1,69658,0.2168,0.09,7.226572059,Democrat,q2,1
Michigan,6,2009,9901591,110000,1,0,0,6/1/09,129,6,1,1,0,53961,0.2246,0.03,8.231000452,Democrat,q2,1
Minnesota,6,2009,5281203,90000,0,0,0,6/1/09,0,6,1,0,1,65806,0.151,0.04,7.043849668,Republican,q2,1
Mississippi,6,2009,2958774,30000,0,0,0,6/1/09,0,6,1,0,1,41154,0.4134,0.02,7.739692183,Republican,q2,1
Missouri,6,2009,5961088,65000,0,0,0,6/1/09,0,6,1,0,0,57217,0.1799,0.02,11.44086449,Republican,q2,1
Montana,6,2009,983982,5000,0,0,0,6/1/09,0,6,1,1,0,47442,0.1233,0.01,13.61813529,Democrat,q2,1
Nebraska,6,2009,1812683,45000,0,0,0,6/1/09,0,6,1,0,1,58186,0.1664,0.04,18.09472478,Republican,q2,1
Nevada,6,2009,2684665,230000,1,0,0,6/1/09,92,6,1,1,0,60344,0.4431,0.13,2.160418525,Republican,q2,1
New Hampshire,6,2009,1316102,10000,0,0,0,6/1/09,0,6,1,0,0,75240,0.0717,0.02,19.299416,Democrat,q2,1
New Jersey,6,2009,8755602,450000,0,0,0,6/1/09,0,6,1,0,0,75998,0.3896,0.12,7.298184637,Democrat,q2,1
New Mexico,6,2009,2036802,90000,0,0,0,6/1/09,0,6,1,1,0,51084,0.5893,0.1,6.578940908,Democrat,q2,1
New York,6,2009,19307066,800000,0,0,0,6/1/09,0,6,1,0,1,58915,0.4028,0.13,5.795805536,Democrat,q2,1
North Carolina,6,2009,9449566,350000,0,0,0,6/1/09,0,6,1,0,1,49165,0.3307,0.05,8.476579771,Democrat,q2,1
North Dakota,6,2009,664968,5000,0,0,0,6/1/09,0,6,1,0,0,58749,0.1087,0.02,19.09866339,Republican,q2,1
Ohio,6,2009,11528896,100000,0,0,0,6/1/09,0,6,1,0,1,53826,0.1768,0.02,7.398800371,Democrat,q2,1
Oklahoma,6,2009,3717572,100000,0,0,0,6/1/09,0,6,1,0,0,53825,0.2896,0.04,11.19009934,Democrat,q2,1
Oregon,6,2009,3808600,140000,1,0,0,6/1/09,83,6,1,1,1,57603,0.2041,0.06,7.535577378,Democrat,q2,1
Pennsylvania,6,2009,12666858,140000,0,0,0,6/1/09,0,6,1,0,0,56517,0.189,0.04,13.43663914,Democrat,q2,1
Rhode Island,6,2009,1053646,35000,0,0,0,6/1/09,0,6,1,1,0,60578,0.2212,0.09,5.884329272,Republican,q2,1
South Carolina,6,2009,4589872,100000,0,0,0,6/1/09,0,6,1,0,0,48221,0.349,0.03,11.83039527,Republican,q2,1
Tennessee,6,2009,6306019,120000,0,0,0,6/1/09,0,6,1,0,0,47535,0.2329,0.03,9.165846154,Democrat,q2,1
Texas,6,2009,24801761,1600000,0,0,0,6/1/09,0,6,1,0,0,55699,0.5337,0.15,4.431136966,Republican,q2,1
South Dakota,6,2009,807067,5000,0,0,0,6/1/09,0,6,1,0,0,53764,0.1467,0.02,22.79860284,Republican,q2,1
Utah,6,2009,2723421,95000,0,0,0,6/1/09,0,6,1,0,0,68623,0.1886,0.06,6.131993548,Republican,q2,1
Vermont,6,2009,624817,5000,1,0,0,6/1/09,111,6,1,1,0,61381,0.052,0.01,15.20445186,Republican,q2,1
Virginia,6,2009,7925937,250000,0,0,0,6/1/09,0,6,1,0,0,70981,0.3365,0.05,5.677562161,Democrat,q2,1
Washington,6,2009,6667426,220000,1,0,0,6/1/09,43,6,1,1,0,70853,0.2545,0.08,4.619473842,Democrat,q2,1
Wisconsin,6,2009,5669264,75000,0,0,0,6/1/09,0,6,1,0,0,60112,0.1525,0.03,7.478924954,Democrat,q2,1
West Virginia,6,2009,1847775,5000,0,0,0,6/1/09,0,6,1,0,0,47504,0.0632,0.01,28.30431194,Democrat,q2,1
Wyoming,6,2009,559851,5000,0,0,0,6/1/09,0,6,1,0,0,61559,0.1374,0.02,14.46813527,Democrat,q2,1
Alabama,7,2009,4757938,80000,0,0,0,7/1/09,0,7,1,0,0,46905,0.3169,0.02,9.352791062,Republican,q3,1
Alaska,7,2009,698895,10000,1,0,0,7/1/09,69,7,1,1,1,72275,0.3512,0.06,6.724901452,Republican,q3,1
Arizona,7,2009,6343154,350000,0,0,0,7/1/09,0,7,1,0,1,53662,0.4267,0.12,2.128278771,Democrat,q3,1
Arkansas,7,2009,2896843,65000,0,0,0,7/1/09,0,7,1,0,0,42867,0.2486,0.03,10.39062179,Democrat,q3,1
California,7,2009,36961229,2500000,1,0,0,7/1/09,90,7,1,1,1,65858,0.5856,0.2,2.380873212,Republican,q3,1
Colorado,7,2009,4972195,210000,1,0,0,7/1/09,42,7,1,1,1,65618,0.2933,0.07,5.892769692,Democrat,q3,1
Connecticut,7,2009,3561807,130000,0,0,0,7/1/09,0,7,1,0,0,76085,0.2697,0.08,3.4252277,Republican,q3,1
District of Columbia,7,2009,592228,20000,1,0,0,7/1/09,69,7,1,0,0,62346,0.6825,0.05,0.675415549,Democrat,q3,1
Delaware,7,2009,891730,20000,0,0,0,7/1/09,0,7,1,0,0,61141,0.3236,0.04,7.962051294,Democrat,q3,1
Florida,7,2009,18652644,875000,0,0,0,7/1/09,0,7,1,0,0,53535,0.406,0.12,5.822230886,Republican,q3,1
Georgia,7,2009,9620846,425000,0,0,0,7/1/09,0,7,1,0,0,50848,0.4238,0.06,8.138577418,Republican,q3,1
Hawaii,7,2009,1346717,40000,0,0,0,7/1/09,0,7,1,1,0,65289,0.7622,0.11,1.039565105,Republican,q3,1
Idaho,7,2009,1554439,35000,0,0,0,7/1/09,0,7,1,0,0,54881,0.1546,0.04,9.328124166,Republican,q3,1
Illinois,7,2009,12796778,500000,1,0,0,7/1/09,128,7,1,0,0,62028,0.3556,0.1,7.486259432,Democrat,q3,1
Indiana,7,2009,6459325,100000,0,0,0,7/1/09,0,7,1,0,0,51980,0.1723,0.03,5.743634203,Republican,q3,1
Iowa,7,2009,3032870,45000,0,0,0,7/1/09,0,7,1,0,0,59507,0.0994,0.03,8.374905617,Democrat,q3,1
Kansas,7,2009,2832704,95000,0,0,0,7/1/09,0,7,1,0,0,52463,0.1985,0.04,15.49755993,Democrat,q3,1
Kentucky,7,2009,4317074,50000,0,0,0,7/1/09,0,7,1,0,0,50054,0.1246,0.02,14.61638137,Democrat,q3,1
Louisiana,7,2009,4491648,55000,0,0,0,7/1/09,0,7,1,0,0,53303,0.3837,0.03,6.03342025,Republican,q3,1
Maine,7,2009,1329590,5000,1,0,0,7/1/09,92,7,1,1,1,55730,0.0559,0.02,15.26786453,Democrat,q3,1
Maryland,7,2009,5730388,230000,0,0,0,7/1/09,0,7,1,0,0,75305,0.4318,0.06,3.315656811,Democrat,q3,1
Massachusetts,7,2009,6517613,180000,1,0,0,7/1/09,91,7,1,0,1,69658,0.2168,0.09,7.226572059,Democrat,q3,1
Michigan,7,2009,9901591,110000,1,0,0,7/1/09,128,7,1,1,0,53961,0.2246,0.03,8.231000452,Democrat,q3,1
Minnesota,7,2009,5281203,90000,0,0,0,7/1/09,0,7,1,0,1,65806,0.151,0.04,7.043849668,Republican,q3,1
Mississippi,7,2009,2958774,30000,0,0,0,7/1/09,0,7,1,0,1,41154,0.4134,0.02,7.739692183,Republican,q3,1
Missouri,7,2009,5961088,65000,0,0,0,7/1/09,0,7,1,0,0,57217,0.1799,0.02,11.44086449,Republican,q3,1
Montana,7,2009,983982,5000,0,0,0,7/1/09,0,7,1,1,0,47442,0.1233,0.01,13.61813529,Democrat,q3,1
Nebraska,7,2009,1812683,45000,0,0,0,7/1/09,0,7,1,0,1,58186,0.1664,0.04,18.09472478,Republican,q3,1
Nevada,7,2009,2684665,230000,1,0,0,7/1/09,91,7,1,1,0,60344,0.4431,0.13,2.160418525,Republican,q3,1
New Hampshire,7,2009,1316102,10000,0,0,0,7/1/09,0,7,1,0,0,75240,0.0717,0.02,19.299416,Democrat,q3,1
New Jersey,7,2009,8755602,450000,0,0,0,7/1/09,0,7,1,0,0,75998,0.3896,0.12,7.298184637,Democrat,q3,1
New Mexico,7,2009,2036802,90000,0,0,0,7/1/09,0,7,1,1,0,51084,0.5893,0.1,6.578940908,Democrat,q3,1
New York,7,2009,19307066,800000,0,0,0,7/1/09,0,7,1,0,1,58915,0.4028,0.13,5.795805536,Democrat,q3,1
North Carolina,7,2009,9449566,350000,0,0,0,7/1/09,0,7,1,0,1,49165,0.3307,0.05,8.476579771,Democrat,q3,1
North Dakota,7,2009,664968,5000,0,0,0,7/1/09,0,7,1,0,0,58749,0.1087,0.02,19.09866339,Republican,q3,1
Ohio,7,2009,11528896,100000,0,0,0,7/1/09,0,7,1,0,1,53826,0.1768,0.02,7.398800371,Democrat,q3,1
Oklahoma,7,2009,3717572,100000,0,0,0,7/1/09,0,7,1,0,0,53825,0.2896,0.04,11.19009934,Democrat,q3,1
Oregon,7,2009,3808600,140000,1,0,0,7/1/09,82,7,1,1,1,57603,0.2041,0.06,7.535577378,Democrat,q3,1
Pennsylvania,7,2009,12666858,140000,0,0,0,7/1/09,0,7,1,0,0,56517,0.189,0.04,13.43663914,Democrat,q3,1
Rhode Island,7,2009,1053646,35000,0,0,0,7/1/09,0,7,1,1,0,60578,0.2212,0.09,5.884329272,Republican,q3,1
South Carolina,7,2009,4589872,100000,0,0,0,7/1/09,0,7,1,0,0,48221,0.349,0.03,11.83039527,Republican,q3,1
Tennessee,7,2009,6306019,120000,0,0,0,7/1/09,0,7,1,0,0,47535,0.2329,0.03,9.165846154,Democrat,q3,1
Texas,7,2009,24801761,1600000,0,0,0,7/1/09,0,7,1,0,0,55699,0.5337,0.15,4.431136966,Republican,q3,1
South Dakota,7,2009,807067,5000,0,0,0,7/1/09,0,7,1,0,0,53764,0.1467,0.02,22.79860284,Republican,q3,1
Utah,7,2009,2723421,95000,0,0,0,7/1/09,0,7,1,0,0,68623,0.1886,0.06,6.131993548,Republican,q3,1
Vermont,7,2009,624817,5000,1,0,0,7/1/09,110,7,1,1,0,61381,0.052,0.01,15.20445186,Republican,q3,1
Virginia,7,2009,7925937,250000,0,0,0,7/1/09,0,7,1,0,0,70981,0.3365,0.05,5.677562161,Democrat,q3,1
Washington,7,2009,6667426,220000,1,0,0,7/1/09,42,7,1,1,0,70853,0.2545,0.08,4.619473842,Democrat,q3,1
Wisconsin,7,2009,5669264,75000,0,0,0,7/1/09,0,7,1,0,0,60112,0.1525,0.03,7.478924954,Democrat,q3,1
West Virginia,7,2009,1847775,5000,0,0,0,7/1/09,0,7,1,0,0,47504,0.0632,0.01,28.30431194,Democrat,q3,1
Wyoming,7,2009,559851,5000,0,0,0,7/1/09,0,7,1,0,0,61559,0.1374,0.02,14.46813527,Democrat,q3,1
Alabama,8,2009,4757938,80000,0,0,0,8/1/09,0,8,1,0,0,46905,0.3169,0.02,9.352791062,Republican,q3,1
Alaska,8,2009,698895,10000,1,0,0,8/1/09,68,8,1,1,1,72275,0.3512,0.06,6.724901452,Republican,q3,1
Arizona,8,2009,6343154,350000,0,0,0,8/1/09,0,8,1,0,1,53662,0.4267,0.12,2.128278771,Democrat,q3,1
Arkansas,8,2009,2896843,65000,0,0,0,8/1/09,0,8,1,0,0,42867,0.2486,0.03,10.39062179,Democrat,q3,1
California,8,2009,36961229,2500000,1,0,0,8/1/09,89,8,1,1,1,65858,0.5856,0.2,2.380873212,Republican,q3,1
Colorado,8,2009,4972195,210000,1,0,0,8/1/09,41,8,1,1,1,65618,0.2933,0.07,5.892769692,Democrat,q3,1
Connecticut,8,2009,3561807,130000,0,0,0,8/1/09,0,8,1,0,0,76085,0.2697,0.08,3.4252277,Republican,q3,1
District of Columbia,8,2009,592228,20000,1,0,0,8/1/09,68,8,1,0,0,62346,0.6825,0.05,0.675415549,Democrat,q3,1
Delaware,8,2009,891730,20000,0,0,0,8/1/09,0,8,1,0,0,61141,0.3236,0.04,7.962051294,Democrat,q3,1
Florida,8,2009,18652644,875000,0,0,0,8/1/09,0,8,1,0,0,53535,0.406,0.12,5.822230886,Republican,q3,1
Georgia,8,2009,9620846,425000,0,0,0,8/1/09,0,8,1,0,0,50848,0.4238,0.06,8.138577418,Republican,q3,1
Hawaii,8,2009,1346717,40000,0,0,0,8/1/09,0,8,1,1,0,65289,0.7622,0.11,1.039565105,Republican,q3,1
Idaho,8,2009,1554439,35000,0,0,0,8/1/09,0,8,1,0,0,54881,0.1546,0.04,9.328124166,Republican,q3,1
Illinois,8,2009,12796778,500000,1,0,0,8/1/09,127,8,1,0,0,62028,0.3556,0.1,7.486259432,Democrat,q3,1
Indiana,8,2009,6459325,100000,0,0,0,8/1/09,0,8,1,0,0,51980,0.1723,0.03,5.743634203,Republican,q3,1
Iowa,8,2009,3032870,45000,0,0,0,8/1/09,0,8,1,0,0,59507,0.0994,0.03,8.374905617,Democrat,q3,1
Kansas,8,2009,2832704,95000,0,0,0,8/1/09,0,8,1,0,0,52463,0.1985,0.04,15.49755993,Democrat,q3,1
Kentucky,8,2009,4317074,50000,0,0,0,8/1/09,0,8,1,0,0,50054,0.1246,0.02,14.61638137,Democrat,q3,1
Louisiana,8,2009,4491648,55000,0,0,0,8/1/09,0,8,1,0,0,53303,0.3837,0.03,6.03342025,Republican,q3,1
Maine,8,2009,1329590,5000,1,0,0,8/1/09,91,8,1,1,1,55730,0.0559,0.02,15.26786453,Democrat,q3,1
Maryland,8,2009,5730388,230000,0,0,0,8/1/09,0,8,1,0,0,75305,0.4318,0.06,3.315656811,Democrat,q3,1
Massachusetts,8,2009,6517613,180000,1,0,0,8/1/09,90,8,1,0,1,69658,0.2168,0.09,7.226572059,Democrat,q3,1
Michigan,8,2009,9901591,110000,1,0,0,8/1/09,127,8,1,1,0,53961,0.2246,0.03,8.231000452,Democrat,q3,1
Minnesota,8,2009,5281203,90000,0,0,0,8/1/09,0,8,1,0,1,65806,0.151,0.04,7.043849668,Republican,q3,1
Mississippi,8,2009,2958774,30000,0,0,0,8/1/09,0,8,1,0,1,41154,0.4134,0.02,7.739692183,Republican,q3,1
Missouri,8,2009,5961088,65000,0,0,0,8/1/09,0,8,1,0,0,57217,0.1799,0.02,11.44086449,Republican,q3,1
Montana,8,2009,983982,5000,0,0,0,8/1/09,0,8,1,1,0,47442,0.1233,0.01,13.61813529,Democrat,q3,1
Nebraska,8,2009,1812683,45000,0,0,0,8/1/09,0,8,1,0,1,58186,0.1664,0.04,18.09472478,Republican,q3,1
Nevada,8,2009,2684665,230000,1,0,0,8/1/09,90,8,1,1,0,60344,0.4431,0.13,2.160418525,Republican,q3,1
New Hampshire,8,2009,1316102,10000,0,0,0,8/1/09,0,8,1,0,0,75240,0.0717,0.02,19.299416,Democrat,q3,1
New Jersey,8,2009,8755602,450000,0,0,0,8/1/09,0,8,1,0,0,75998,0.3896,0.12,7.298184637,Democrat,q3,1
New Mexico,8,2009,2036802,90000,0,0,0,8/1/09,0,8,1,1,0,51084,0.5893,0.1,6.578940908,Democrat,q3,1
New York,8,2009,19307066,800000,0,0,0,8/1/09,0,8,1,0,1,58915,0.4028,0.13,5.795805536,Democrat,q3,1
North Carolina,8,2009,9449566,350000,0,0,0,8/1/09,0,8,1,0,1,49165,0.3307,0.05,8.476579771,Democrat,q3,1
North Dakota,8,2009,664968,5000,0,0,0,8/1/09,0,8,1,0,0,58749,0.1087,0.02,19.09866339,Republican,q3,1
Ohio,8,2009,11528896,100000,0,0,0,8/1/09,0,8,1,0,1,53826,0.1768,0.02,7.398800371,Democrat,q3,1
Oklahoma,8,2009,3717572,100000,0,0,0,8/1/09,0,8,1,0,0,53825,0.2896,0.04,11.19009934,Democrat,q3,1
Oregon,8,2009,3808600,140000,1,0,0,8/1/09,81,8,1,1,1,57603,0.2041,0.06,7.535577378,Democrat,q3,1
Pennsylvania,8,2009,12666858,140000,0,0,0,8/1/09,0,8,1,0,0,56517,0.189,0.04,13.43663914,Democrat,q3,1
Rhode Island,8,2009,1053646,35000,0,0,0,8/1/09,0,8,1,1,0,60578,0.2212,0.09,5.884329272,Republican,q3,1
South Carolina,8,2009,4589872,100000,0,0,0,8/1/09,0,8,1,0,0,48221,0.349,0.03,11.83039527,Republican,q3,1
Tennessee,8,2009,6306019,120000,0,0,0,8/1/09,0,8,1,0,0,47535,0.2329,0.03,9.165846154,Democrat,q3,1
Texas,8,2009,24801761,1600000,0,0,0,8/1/09,0,8,1,0,0,55699,0.5337,0.15,4.431136966,Republican,q3,1
South Dakota,8,2009,807067,5000,0,0,0,8/1/09,0,8,1,0,0,53764,0.1467,0.02,22.79860284,Republican,q3,1
Utah,8,2009,2723421,95000,0,0,0,8/1/09,0,8,1,0,0,68623,0.1886,0.06,6.131993548,Republican,q3,1
Vermont,8,2009,624817,5000,1,0,0,8/1/09,109,8,1,1,0,61381,0.052,0.01,15.20445186,Republican,q3,1
Virginia,8,2009,7925937,250000,0,0,0,8/1/09,0,8,1,0,0,70981,0.3365,0.05,5.677562161,Democrat,q3,1
Washington,8,2009,6667426,220000,1,0,0,8/1/09,41,8,1,1,0,70853,0.2545,0.08,4.619473842,Democrat,q3,1
Wisconsin,8,2009,5669264,75000,0,0,0,8/1/09,0,8,1,0,0,60112,0.1525,0.03,7.478924954,Democrat,q3,1
West Virginia,8,2009,1847775,5000,0,0,0,8/1/09,0,8,1,0,0,47504,0.0632,0.01,28.30431194,Democrat,q3,1
Wyoming,8,2009,559851,5000,0,0,0,8/1/09,0,8,1,0,0,61559,0.1374,0.02,14.46813527,Democrat,q3,1
Alabama,9,2009,4757938,80000,0,0,0,9/1/09,0,9,1,0,0,46905,0.3169,0.02,9.352791062,Republican,q3,1
Alaska,9,2009,698895,10000,1,0,0,9/1/09,67,9,1,1,1,72275,0.3512,0.06,6.724901452,Republican,q3,1
Arizona,9,2009,6343154,350000,0,0,0,9/1/09,0,9,1,0,1,53662,0.4267,0.12,2.128278771,Democrat,q3,1
Arkansas,9,2009,2896843,65000,0,0,0,9/1/09,0,9,1,0,0,42867,0.2486,0.03,10.39062179,Democrat,q3,1
California,9,2009,36961229,2500000,1,0,0,9/1/09,88,9,1,1,1,65858,0.5856,0.2,2.380873212,Republican,q3,1
Colorado,9,2009,4972195,210000,1,0,0,9/1/09,40,9,1,1,1,65618,0.2933,0.07,5.892769692,Democrat,q3,1
Connecticut,9,2009,3561807,130000,0,0,0,9/1/09,0,9,1,0,0,76085,0.2697,0.08,3.4252277,Republican,q3,1
District of Columbia,9,2009,592228,20000,1,0,0,9/1/09,67,9,1,0,0,62346,0.6825,0.05,0.675415549,Democrat,q3,1
